SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000238615,0,0,0,0,0,0,0,0
ENSG00000238616,0,0,0,0,0,0,0,0
ENSG00000238617,0,0,0,0,0,0,0,0
ENSG00000238618,0,0,0,0,0,0,0,0
ENSG00000238619,0,0,0,0,0,0,0,0
ENSG00000238620,0,0,0,0,0,0,0,0
ENSG00000238621,1,1,0,0,0,1,0,0
ENSG00000238622,0,0,0,0,0,0,0,0
ENSG00000238623,0,0,0,0,0,0,0,0
ENSG00000238624,0,0,0,0,0,0,0,0
ENSG00000238625,0,0,0,0,0,0,0,0
ENSG00000238626,0,0,0,0,0,0,0,0
ENSG00000238627,0,0,0,0,0,0,0,0
ENSG00000238628,0,0,0,0,0,0,0,0
ENSG00000238629,0,0,0,0,0,0,0,0
ENSG00000238630,0,0,0,0,0,0,0,0
ENSG00000238631,0,0,0,0,0,0,0,0
ENSG00000238632,0,0,0,0,0,0,0,0
ENSG00000238634,0,0,0,0,0,0,0,0
ENSG00000238638,0,0,0,1,0,0,1,0
ENSG00000238639,0,0,0,0,0,0,0,1
ENSG00000238641,0,0,0,0,0,0,0,0
ENSG00000238642,1,0,0,0,0,0,0,0
ENSG00000238643,0,0,0,0,0,0,0,0
ENSG00000238644,0,0,0,0,0,0,0,0
ENSG00000238645,0,0,0,0,0,0,0,0
ENSG00000238646,0,0,0,0,0,0,0,0
ENSG00000238648,0,0,0,0,0,0,0,0
ENSG00000238649,0,0,0,0,0,0,0,0
ENSG00000238650,0,0,0,0,0,0,0,0
ENSG00000238651,0,0,0,0,0,0,1,0
ENSG00000238652,0,0,0,0,0,0,0,0
ENSG00000238653,0,0,0,0,0,0,0,0
ENSG00000238654,0,0,0,0,1,0,0,0
ENSG00000238656,0,0,0,0,0,0,0,0
ENSG00000238657,0,0,0,0,0,0,0,0
ENSG00000238658,0,0,0,0,0,0,0,0
ENSG00000238660,0,0,0,0,0,0,0,0
ENSG00000238661,0,0,0,0,0,0,0,0
ENSG00000238662,0,0,0,0,0,0,0,0
ENSG00000238663,0,0,0,0,0,0,1,0
ENSG00000238664,0,0,0,0,0,0,0,0
ENSG00000238665,0,0,0,0,0,0,0,0
ENSG00000238666,0,0,0,0,0,0,0,0
ENSG00000238667,1,0,1,0,0,0,0,0
ENSG00000238669,0,0,0,0,0,0,0,0
ENSG00000238670,0,0,0,0,0,0,0,0
ENSG00000238672,0,0,0,0,0,0,0,0
ENSG00000238673,0,0,0,0,0,0,0,0
ENSG00000238674,0,0,0,0,0,0,0,0
ENSG00000238676,0,0,0,0,0,0,0,0
ENSG00000238677,0,0,0,0,0,0,0,0
ENSG00000238679,0,0,0,0,0,0,0,0
ENSG00000238680,0,0,0,0,0,0,0,0
ENSG00000238683,0,0,0,0,0,1,0,0
ENSG00000238684,0,0,0,0,0,0,0,0
ENSG00000238685,0,0,0,0,0,0,0,0
ENSG00000238686,0,0,0,0,0,0,0,0
ENSG00000238687,0,0,0,0,0,0,0,0
ENSG00000238688,0,0,0,0,0,0,0,0
ENSG00000238689,0,0,0,0,0,0,0,0
ENSG00000238690,0,0,0,0,0,0,0,0
ENSG00000238691,0,0,0,0,1,0,0,0
ENSG00000238692,0,0,0,0,0,0,0,0
ENSG00000238693,0,0,0,0,0,0,0,0
ENSG00000238694,0,0,0,0,0,0,0,0
ENSG00000238695,0,0,0,0,2,6,0,0
ENSG00000238696,0,0,0,0,0,0,0,0
ENSG00000238697,0,0,0,0,0,0,0,0
ENSG00000238698,0,0,0,0,0,0,0,0
ENSG00000238699,0,0,0,0,0,0,0,0
ENSG00000238701,0,0,0,0,0,0,0,0
ENSG00000238702,0,0,0,0,0,0,0,0
ENSG00000238703,0,0,0,0,0,0,0,0
ENSG00000238704,0,0,1,0,0,0,1,0
ENSG00000238705,0,0,0,0,0,0,0,0
ENSG00000238707,0,0,0,0,0,0,0,0
ENSG00000238708,0,0,0,0,0,0,0,0
ENSG00000238709,0,0,0,0,0,0,0,0
ENSG00000238711,0,0,1,0,0,0,0,0
ENSG00000238712,0,0,0,0,0,0,0,0
ENSG00000238713,1,0,1,0,1,1,0,0
ENSG00000238714,0,0,0,0,0,0,0,0
ENSG00000238715,0,2,2,0,2,2,1,0
ENSG00000238716,0,0,0,0,0,0,0,0
ENSG00000238717,0,0,0,0,0,2,0,0
ENSG00000238718,0,0,0,0,0,0,0,0
ENSG00000238719,0,0,0,0,0,0,0,0
ENSG00000238720,0,0,0,0,0,0,0,0
ENSG00000238721,0,0,0,0,0,0,0,0
ENSG00000238722,0,0,0,0,0,0,0,0
ENSG00000238723,0,0,0,0,0,0,0,0
ENSG00000238724,0,0,0,0,0,0,0,0
ENSG00000238726,0,0,0,0,0,0,0,0
ENSG00000238727,0,0,0,0,0,0,0,0
ENSG00000238728,1,2,0,0,1,2,0,0
ENSG00000238729,0,0,0,0,0,0,0,0
ENSG00000238730,0,0,0,0,0,0,0,0
ENSG00000238731,0,0,0,0,0,0,0,0
ENSG00000238732,0,0,0,0,0,0,0,0
ENSG00000238733,0,0,0,0,0,0,0,0
ENSG00000238734,0,0,0,0,0,0,0,1
ENSG00000238735,0,0,0,0,0,0,0,0
ENSG00000238736,0,0,0,0,0,0,0,0
ENSG00000238737,0,0,0,0,0,0,0,0
ENSG00000238738,0,0,0,0,0,0,0,0
ENSG00000238739,0,0,0,0,0,0,0,0
ENSG00000238740,0,0,0,0,0,0,0,0
ENSG00000238741,0,0,0,0,0,1,1,0
ENSG00000238742,0,0,0,0,0,0,0,0
ENSG00000238744,0,0,0,0,0,0,0,0
ENSG00000238745,0,0,0,0,0,0,0,0
ENSG00000238746,0,0,0,0,0,0,0,0
ENSG00000238747,0,0,0,0,0,0,0,0
ENSG00000238748,0,0,0,0,0,0,0,0
ENSG00000238749,0,0,0,0,0,0,0,0
ENSG00000238750,0,0,0,0,0,0,0,0
ENSG00000238752,0,0,0,0,0,0,0,0
ENSG00000238753,0,0,0,0,0,0,0,0
ENSG00000238754,0,0,0,0,0,0,0,0
ENSG00000238755,0,0,0,1,0,1,0,1
ENSG00000238756,0,1,0,0,1,0,1,0
ENSG00000238758,0,0,0,0,0,0,0,0
ENSG00000238759,0,0,0,0,0,0,0,0
ENSG00000238760,0,0,0,0,0,0,0,0
ENSG00000238761,0,0,0,0,0,0,0,0
ENSG00000238762,0,0,0,0,0,0,0,0
ENSG00000238763,0,0,0,0,0,0,0,0
ENSG00000238764,0,0,0,0,0,0,0,0
ENSG00000238765,0,0,0,0,0,0,0,0
ENSG00000238766,0,0,0,0,0,0,0,0
ENSG00000238767,1,0,0,0,0,0,0,0
ENSG00000238768,0,0,0,0,0,1,0,0
ENSG00000238769,0,0,0,0,0,0,0,0
ENSG00000238770,1,0,0,0,0,0,0,0
ENSG00000238771,0,0,0,0,0,0,0,0
ENSG00000238772,0,0,0,0,0,0,0,0
ENSG00000238773,0,0,0,0,0,0,0,0
ENSG00000238774,0,0,0,0,0,0,0,0
ENSG00000238775,0,1,0,0,0,0,0,0
ENSG00000238776,0,0,0,0,0,0,0,0
ENSG00000238777,0,0,0,0,0,0,0,0
ENSG00000238778,0,0,0,0,0,0,0,0
ENSG00000238781,0,0,0,0,0,0,0,0
ENSG00000238782,0,0,0,0,0,0,0,0
ENSG00000238783,0,0,0,0,0,0,0,0
ENSG00000238785,0,0,0,0,0,0,0,0
ENSG00000238787,0,0,1,0,0,0,0,0
ENSG00000238788,0,0,0,0,0,0,0,0
ENSG00000238789,0,0,0,0,0,0,0,0
ENSG00000238790,0,0,0,0,0,0,0,0
ENSG00000238791,0,0,0,0,0,0,0,0
ENSG00000238792,0,0,0,0,0,0,0,0
ENSG00000238793,0,2,1,0,0,2,0,0
ENSG00000238795,0,0,0,0,0,0,0,0
ENSG00000238796,0,0,0,0,0,0,0,0
ENSG00000238797,0,0,0,0,0,0,0,0
ENSG00000238798,0,0,0,0,0,0,0,0
ENSG00000238799,0,0,0,0,0,0,0,0
ENSG00000238800,0,0,0,0,1,0,0,0
ENSG00000238801,0,0,0,0,0,0,0,0
ENSG00000238802,0,0,0,0,0,0,0,0
ENSG00000238803,0,0,0,0,0,0,0,0
ENSG00000238804,0,0,0,0,0,0,0,0
ENSG00000238805,0,0,0,0,0,0,0,1
ENSG00000238806,3,2,1,2,5,3,1,1
ENSG00000238807,0,0,0,0,0,0,0,0
ENSG00000238808,0,0,0,0,0,0,0,0
ENSG00000238809,0,0,0,0,0,0,0,0
ENSG00000238811,0,0,0,0,0,0,0,0
ENSG00000238812,0,0,0,0,0,0,0,0
ENSG00000238813,0,0,0,0,0,0,0,0
ENSG00000238815,0,0,0,0,0,0,0,0
ENSG00000238816,0,0,0,0,0,0,0,0
ENSG00000238818,0,0,0,0,0,0,0,0
ENSG00000238819,0,0,0,0,0,0,0,0
ENSG00000238821,0,0,0,0,0,0,0,0
ENSG00000238822,0,0,0,0,0,0,0,0
ENSG00000238823,0,0,1,1,1,0,0,0
ENSG00000238824,0,0,0,0,0,1,0,0
ENSG00000238825,0,0,0,0,0,0,0,0
ENSG00000238826,0,0,0,0,0,0,0,0
ENSG00000238827,0,0,0,0,0,0,0,0
ENSG00000238829,1,0,0,2,1,3,0,1
ENSG00000238830,0,0,0,0,0,0,0,0
ENSG00000238831,0,0,0,0,0,0,0,0
ENSG00000238832,6,2,3,1,3,5,1,4
ENSG00000238833,0,0,0,0,0,0,0,0
ENSG00000238834,0,0,0,0,0,0,0,0
ENSG00000238835,1,0,0,0,1,3,1,0
ENSG00000238836,0,0,0,0,0,0,0,0
ENSG00000238837,0,0,0,0,0,0,0,0
ENSG00000238838,0,0,0,0,0,0,0,0
ENSG00000238840,1,1,1,0,4,1,1,4
ENSG00000238841,0,0,0,0,1,0,0,0
ENSG00000238842,0,0,0,0,0,0,0,0
ENSG00000238843,0,0,0,0,0,0,0,0
ENSG00000238844,0,0,0,0,0,0,0,0
ENSG00000238845,0,0,0,0,0,0,0,0
ENSG00000238849,0,0,0,0,0,0,0,0
ENSG00000238850,0,0,0,0,0,0,0,0
ENSG00000238851,0,0,0,0,0,0,0,0
ENSG00000238852,0,0,0,0,0,0,0,0
ENSG00000238853,0,0,0,0,0,0,0,0
ENSG00000238854,0,0,0,0,0,0,0,0
ENSG00000238855,0,0,0,0,0,0,0,0
ENSG00000238856,0,0,0,0,0,0,0,0
ENSG00000238857,0,1,0,0,0,0,0,0
ENSG00000238858,0,1,0,0,0,0,0,0
ENSG00000238859,0,0,0,0,0,0,0,0
ENSG00000238860,0,0,0,0,0,0,0,0
ENSG00000238861,0,0,0,0,0,0,0,0
ENSG00000238862,0,0,0,0,0,0,0,0
ENSG00000238863,0,0,0,0,0,0,0,0
ENSG00000238864,0,0,0,0,0,0,0,0
ENSG00000238865,0,0,0,0,0,0,0,0
ENSG00000238867,0,0,0,0,0,0,0,0
ENSG00000238868,0,0,0,1,0,0,1,0
ENSG00000238869,0,0,0,0,0,0,0,0
ENSG00000238870,0,0,0,0,0,0,0,0
ENSG00000238871,0,0,0,0,0,0,0,0
ENSG00000238872,0,0,0,0,0,0,0,0
ENSG00000238874,0,0,0,0,0,0,0,0
ENSG00000238875,0,0,0,0,0,0,0,0
ENSG00000238876,0,0,0,0,0,0,0,0
ENSG00000238878,0,0,0,0,0,1,0,0
ENSG00000238880,0,0,0,0,1,1,1,1
ENSG00000238882,0,0,0,0,0,0,0,0
ENSG00000238883,0,0,0,0,0,0,0,0
ENSG00000238884,0,0,0,0,0,0,0,0
ENSG00000238885,0,0,0,0,0,0,0,0
ENSG00000238886,1,0,0,0,1,0,0,0
ENSG00000238887,0,0,0,0,0,0,0,0
ENSG00000238888,0,0,0,0,0,0,0,0
ENSG00000238889,0,0,1,0,1,0,0,0
ENSG00000238890,0,0,0,0,0,0,0,0
ENSG00000238891,0,0,0,0,0,0,0,0
ENSG00000238892,0,0,0,0,0,0,0,1
ENSG00000238893,0,0,0,0,0,0,0,0
ENSG00000238895,0,0,0,0,0,0,0,0
ENSG00000238896,0,0,0,0,0,0,0,0
ENSG00000238898,0,0,0,0,0,0,0,0
ENSG00000238899,0,0,0,0,0,0,0,0
ENSG00000238900,0,0,0,1,0,0,0,0
ENSG00000238901,0,0,0,0,0,0,0,0
ENSG00000238902,0,0,0,0,0,0,0,0
ENSG00000238904,0,0,0,0,0,0,0,0
ENSG00000238905,0,0,0,0,0,0,0,0
ENSG00000238906,0,0,0,0,0,0,0,0
ENSG00000238907,0,0,0,0,0,0,0,0
ENSG00000238908,0,0,0,0,0,0,0,0
ENSG00000238909,0,0,0,0,0,0,0,0
ENSG00000238910,1,0,2,0,0,0,1,1
ENSG00000238911,0,0,0,0,0,0,0,0
ENSG00000238912,0,0,0,0,0,0,0,0
ENSG00000238913,0,0,0,0,0,0,0,0
ENSG00000238914,0,0,0,0,0,0,0,0
ENSG00000238917,0,0,0,0,0,0,0,0
ENSG00000238918,0,0,0,0,0,0,0,0
ENSG00000238919,0,0,0,0,0,0,0,0
ENSG00000238920,0,0,0,0,0,0,0,0
ENSG00000238921,0,0,0,0,0,0,0,0
ENSG00000238922,0,0,0,0,0,0,0,0
ENSG00000238923,0,0,0,0,0,0,0,0
ENSG00000238924,1,2,1,0,2,1,0,0
ENSG00000238925,0,0,0,0,0,0,0,0
ENSG00000238926,0,0,0,0,0,0,0,0
ENSG00000238929,0,0,0,0,0,0,0,0
ENSG00000238930,0,0,0,0,0,0,0,0
ENSG00000238931,0,0,0,0,0,0,0,0
ENSG00000238932,0,0,0,0,0,1,0,0
ENSG00000238933,0,0,0,0,0,0,0,0
ENSG00000238934,1,1,1,0,1,1,0,0
ENSG00000238935,0,0,0,0,0,0,0,0
ENSG00000238936,0,0,0,0,0,0,0,0
ENSG00000238938,0,0,0,0,0,0,0,0
ENSG00000238939,1,0,0,0,0,0,1,0
ENSG00000238940,0,0,0,0,0,0,0,0
ENSG00000238941,0,0,0,0,0,0,0,0
ENSG00000238942,0,0,0,0,0,0,0,0
ENSG00000238943,0,0,0,0,0,0,0,0
ENSG00000238945,0,0,0,0,0,0,0,0
ENSG00000238946,0,0,0,0,0,0,0,0
ENSG00000238947,2,0,0,2,0,1,0,0
ENSG00000238948,1,0,0,0,0,0,0,0
ENSG00000238949,0,0,0,0,0,0,0,0
ENSG00000238950,0,0,0,0,0,0,0,0
ENSG00000238951,0,0,0,0,0,0,0,0
ENSG00000238952,0,0,0,0,0,0,0,0
ENSG00000238953,0,0,0,0,0,0,0,0
ENSG00000238954,0,0,0,0,0,0,0,0
ENSG00000238957,0,0,0,0,0,0,0,0
ENSG00000238958,0,0,0,0,0,0,0,0
ENSG00000238959,0,0,0,0,0,0,0,0
ENSG00000238960,0,0,0,0,0,0,0,0
ENSG00000238961,0,2,1,0,0,0,0,1
ENSG00000238962,0,0,0,0,0,0,0,0
ENSG00000238963,0,0,0,0,0,0,0,0
ENSG00000238964,0,0,0,0,0,0,0,0
ENSG00000238965,0,0,0,0,0,0,0,0
ENSG00000238966,1,0,0,0,0,0,0,0
ENSG00000238969,0,0,0,0,0,0,0,0
ENSG00000238970,1,0,0,0,0,0,0,0
ENSG00000238971,0,0,0,0,0,0,0,0
ENSG00000238972,0,0,0,0,0,0,0,0
ENSG00000238974,0,0,0,0,0,0,0,0
ENSG00000238975,7,8,6,0,5,4,10,8
ENSG00000238976,0,0,0,0,0,0,0,0
ENSG00000238978,0,0,0,0,0,0,0,0
ENSG00000238979,0,0,0,0,0,0,0,0
ENSG00000238980,0,0,0,0,0,0,0,0
ENSG00000238981,0,0,0,0,0,0,0,0
ENSG00000238982,0,0,0,0,0,0,0,0
ENSG00000238983,0,0,0,0,0,0,0,0
ENSG00000238984,0,0,0,0,0,0,0,0
ENSG00000238985,0,0,0,0,0,0,0,0
ENSG00000238986,0,0,0,0,0,0,0,0
ENSG00000238987,0,0,0,0,0,0,0,0
ENSG00000238988,0,0,0,0,0,0,0,0
ENSG00000238991,2,0,0,0,0,1,1,0
ENSG00000238992,0,0,0,0,0,0,0,0
ENSG00000238993,0,0,0,0,0,0,0,0
ENSG00000238995,0,0,0,0,1,0,0,0
ENSG00000238996,3,3,2,1,2,0,3,0
ENSG00000238997,1,2,2,0,1,1,3,0
ENSG00000238998,0,0,0,0,0,0,0,0
ENSG00000238999,0,0,0,0,0,0,0,0
ENSG00000239000,0,0,0,0,0,0,0,0
ENSG00000239001,0,0,0,0,0,0,0,0
ENSG00000239002,2,0,1,0,0,1,0,0
ENSG00000239003,0,0,0,0,0,0,0,0
ENSG00000239004,0,0,0,0,0,0,0,0
ENSG00000239005,0,0,1,0,0,0,0,0
ENSG00000239006,0,0,0,0,0,0,0,0
ENSG00000239007,0,0,0,0,0,0,0,0
ENSG00000239008,0,0,0,0,0,0,0,0
ENSG00000239010,0,0,0,0,0,0,0,0
ENSG00000239011,0,0,0,0,0,0,0,0
ENSG00000239012,0,0,0,0,0,0,0,0
ENSG00000239013,0,0,0,0,0,0,0,0
ENSG00000239014,4,2,4,0,11,5,1,5
ENSG00000239015,0,0,0,0,0,0,0,0
ENSG00000239017,0,0,0,0,0,0,0,0
ENSG00000239018,0,0,0,0,0,0,0,0
ENSG00000239020,0,0,0,0,0,0,0,0
ENSG00000239021,0,0,0,0,0,0,0,0
ENSG00000239022,0,0,0,0,0,0,0,0
ENSG00000239023,0,0,0,0,0,0,0,0
ENSG00000239024,0,1,0,0,0,0,0,0
ENSG00000239025,0,0,0,0,0,0,0,0
ENSG00000239026,0,0,0,0,0,0,0,0
ENSG00000239027,0,0,0,0,0,0,1,0
ENSG00000239028,0,0,0,0,1,0,1,1
ENSG00000239030,0,0,0,0,0,0,0,0
ENSG00000239031,0,0,0,0,0,0,0,0
ENSG00000239033,0,1,0,0,0,0,0,0
ENSG00000239034,0,0,0,0,0,0,0,0
ENSG00000239035,0,1,1,0,0,0,0,1
ENSG00000239036,0,0,0,0,0,0,0,0
ENSG00000239037,0,0,0,0,0,0,0,0
ENSG00000239038,0,0,0,0,0,0,0,0
ENSG00000239039,0,0,0,0,0,0,0,0
ENSG00000239040,3,3,1,3,2,5,4,5
ENSG00000239041,0,0,0,0,0,1,0,0
ENSG00000239043,0,0,1,0,1,1,0,0
ENSG00000239044,0,0,1,0,0,0,0,0
ENSG00000239045,0,0,0,0,0,0,0,0
ENSG00000239046,0,0,0,0,0,0,0,0
ENSG00000239048,0,0,0,0,0,0,0,0
ENSG00000239049,0,0,0,0,0,0,0,0
ENSG00000239050,0,0,0,0,0,0,0,0
ENSG00000239051,0,0,0,0,0,0,1,0
ENSG00000239052,1,0,0,0,1,0,0,0
ENSG00000239053,0,0,0,0,0,0,0,0
ENSG00000239054,0,0,0,0,0,2,0,0
ENSG00000239055,1,3,1,2,2,0,0,0
ENSG00000239056,0,0,0,0,0,0,0,0
ENSG00000239057,0,0,0,0,0,0,0,0
ENSG00000239058,0,0,0,0,0,0,0,0
ENSG00000239059,0,0,0,0,0,0,0,0
ENSG00000239060,0,0,0,0,0,1,0,0
ENSG00000239061,0,0,0,0,0,0,0,0
ENSG00000239063,2,1,0,1,3,1,1,0
ENSG00000239064,1,1,0,1,4,5,2,1
ENSG00000239065,0,0,0,0,0,0,0,0
ENSG00000239066,0,0,0,0,0,0,0,0
ENSG00000239067,0,0,0,0,0,0,0,0
ENSG00000239068,0,0,0,0,0,0,0,0
ENSG00000239069,0,0,0,0,0,1,0,0
ENSG00000239070,0,0,0,0,0,1,0,0
ENSG00000239072,0,0,0,0,0,0,0,0
ENSG00000239073,0,0,0,0,0,0,0,0
ENSG00000239075,0,0,0,0,0,0,0,0
ENSG00000239077,0,0,0,0,0,0,0,0
ENSG00000239078,0,0,0,0,0,0,0,0
ENSG00000239079,0,0,0,0,0,1,0,0
ENSG00000239080,0,0,0,0,0,0,0,0
ENSG00000239081,0,0,0,0,0,0,0,0
ENSG00000239082,0,0,0,0,1,0,0,0
ENSG00000239083,0,0,0,0,0,0,0,0
ENSG00000239084,0,0,0,0,0,0,0,0
ENSG00000239086,0,0,0,0,0,0,0,0
ENSG00000239087,0,1,1,2,0,3,1,1
ENSG00000239089,0,0,0,0,0,0,0,0
ENSG00000239090,0,0,0,0,0,0,0,0
ENSG00000239091,0,0,0,1,0,0,0,0
ENSG00000239093,0,0,1,0,0,0,0,0
ENSG00000239094,0,0,0,0,0,0,0,0
ENSG00000239095,0,0,0,0,0,0,0,0
ENSG00000239096,0,1,0,0,0,0,0,0
ENSG00000239098,0,0,0,0,0,0,0,0
ENSG00000239099,0,0,0,0,0,0,0,0
ENSG00000239100,0,2,2,1,1,1,4,1
ENSG00000239101,0,0,0,0,0,0,0,0
ENSG00000239102,0,0,0,0,0,0,0,0
ENSG00000239103,0,2,1,2,6,4,0,0
ENSG00000239105,0,0,0,0,0,0,0,0
ENSG00000239106,0,0,0,0,0,0,0,0
ENSG00000239107,1,1,1,0,1,0,0,0
ENSG00000239108,0,0,0,0,0,0,0,0
ENSG00000239111,0,0,0,0,0,0,0,0
ENSG00000239112,2,1,5,0,1,6,3,6
ENSG00000239114,0,0,0,0,0,0,0,1
ENSG00000239115,0,0,0,0,0,0,0,0
ENSG00000239116,0,0,0,0,0,0,0,0
ENSG00000239117,0,0,0,1,0,0,1,0
ENSG00000239118,0,1,0,0,0,0,0,0
ENSG00000239119,0,0,0,0,0,0,0,0
ENSG00000239120,0,0,0,0,0,0,0,0
ENSG00000239121,0,0,0,0,0,0,0,0
ENSG00000239122,0,1,1,2,0,0,1,0
ENSG00000239123,0,0,0,0,0,0,0,0
ENSG00000239124,0,0,0,0,0,0,0,0
ENSG00000239125,0,0,0,0,0,0,0,0
ENSG00000239126,0,0,0,0,0,0,0,0
ENSG00000239127,1,1,1,0,0,1,1,1
ENSG00000239128,0,0,0,0,0,0,0,0
ENSG00000239129,0,0,0,0,0,0,0,0
ENSG00000239130,0,0,0,0,0,0,0,0
ENSG00000239131,0,0,0,0,0,0,0,0
ENSG00000239132,0,1,0,0,0,0,0,0
ENSG00000239133,1,0,0,0,0,0,0,0
ENSG00000239134,0,0,0,0,0,0,0,0
ENSG00000239135,0,0,0,0,0,0,0,0
ENSG00000239136,0,0,0,0,0,0,0,0
ENSG00000239137,0,0,0,0,0,0,0,0
ENSG00000239138,0,0,0,0,0,0,0,0
ENSG00000239140,0,0,0,0,0,0,0,0
ENSG00000239141,0,0,0,0,0,0,0,0
ENSG00000239142,0,0,0,0,0,0,0,0
ENSG00000239143,0,0,0,0,0,0,0,0
ENSG00000239144,0,0,0,0,0,0,0,0
ENSG00000239145,0,0,0,0,0,0,0,0
ENSG00000239146,0,0,0,0,0,0,0,0
ENSG00000239148,0,0,0,0,0,0,1,0
ENSG00000239149,8,4,3,6,7,10,1,14
ENSG00000239150,0,0,0,0,0,0,0,0
ENSG00000239151,0,0,0,0,1,0,0,0
ENSG00000239152,2,3,0,0,3,3,1,0
ENSG00000239153,0,0,0,0,0,0,0,0
ENSG00000239154,0,0,0,0,0,0,0,0
ENSG00000239155,0,0,0,0,0,0,0,0
ENSG00000239156,0,0,0,0,1,0,0,0
ENSG00000239157,4,1,2,0,5,1,5,0
ENSG00000239158,0,0,0,0,0,0,0,0
ENSG00000239159,0,0,0,0,0,0,0,0
ENSG00000239160,0,0,0,0,0,0,0,0
ENSG00000239161,0,0,0,0,0,0,0,0
ENSG00000239163,0,0,0,0,0,0,0,0
ENSG00000239164,0,0,0,0,0,0,0,0
ENSG00000239166,0,0,0,0,0,0,0,0
ENSG00000239167,0,0,0,0,0,0,0,0
ENSG00000239168,0,0,0,0,0,0,0,0
ENSG00000239169,0,0,0,0,0,0,0,0
ENSG00000239170,0,0,0,0,0,0,0,0
ENSG00000239171,0,0,1,0,0,0,0,0
ENSG00000239172,0,0,0,0,0,0,0,0
ENSG00000239173,0,0,0,0,0,0,0,0
ENSG00000239175,0,0,0,0,0,0,0,0
ENSG00000239176,0,0,0,0,0,0,0,0
ENSG00000239178,0,0,0,0,0,0,0,0
ENSG00000239179,1,0,0,1,0,0,0,0
ENSG00000239180,1,1,0,0,0,0,0,0
ENSG00000239181,0,0,0,0,0,0,0,0
ENSG00000239182,0,0,0,0,0,0,0,0
ENSG00000239183,0,0,1,0,0,0,0,0
ENSG00000239184,0,0,0,0,0,0,0,0
ENSG00000239185,0,0,0,0,0,0,0,0
ENSG00000239186,0,1,0,0,0,0,0,0
ENSG00000239188,0,0,0,0,0,0,0,0
ENSG00000239189,0,0,0,0,0,0,0,0
ENSG00000239190,0,0,0,0,0,0,0,0
ENSG00000239191,0,1,0,0,0,1,1,2
ENSG00000239192,0,0,0,0,0,0,0,0
ENSG00000239193,0,0,0,0,0,0,0,1
ENSG00000239194,0,0,0,0,0,0,0,0
ENSG00000239195,0,0,0,0,0,0,0,0
ENSG00000239196,0,0,0,0,0,0,0,1
ENSG00000239197,0,0,0,0,0,0,0,0
ENSG00000239198,1,2,1,2,1,1,1,3
ENSG00000239199,0,0,0,0,0,0,0,0
ENSG00000239200,0,0,0,0,0,0,0,0
ENSG00000239201,0,0,0,0,0,0,0,0
ENSG00000239202,0,0,0,0,0,0,0,0
ENSG00000239203,0,1,0,0,2,1,0,0
ENSG00000239205,0,0,0,0,0,0,0,0
ENSG00000239207,0,0,0,0,0,0,0,0
ENSG00000239210,0,1,0,0,0,0,0,0
ENSG00000239211,0,0,0,0,0,0,0,0
ENSG00000239212,0,0,0,0,0,0,0,0
ENSG00000239213,15,13,21,11,17,30,13,22
ENSG00000239215,0,0,0,0,0,0,0,0
ENSG00000239216,0,0,0,0,0,0,0,0
ENSG00000239218,8,9,23,1,29,33,12,10
ENSG00000239219,0,0,0,1,2,2,0,1
ENSG00000239221,0,0,0,0,0,0,0,0
ENSG00000239223,0,2,0,0,0,1,0,0
ENSG00000239224,0,0,0,0,0,0,0,0
ENSG00000239225,0,0,0,0,0,0,0,0
ENSG00000239226,0,0,0,0,0,0,0,0
ENSG00000239227,0,0,0,0,0,0,0,0
ENSG00000239228,0,0,0,0,0,0,0,0
ENSG00000239230,0,0,0,0,0,0,0,0
ENSG00000239238,0,0,0,0,0,0,0,0
ENSG00000239246,414,455,257,191,231,373,223,198
ENSG00000239247,0,0,0,0,2,1,0,1
ENSG00000239249,0,0,0,0,0,0,0,0
ENSG00000239250,0,0,0,0,0,0,0,0
ENSG00000239253,0,0,0,0,0,0,0,0
ENSG00000239254,2,0,1,2,2,2,2,0
ENSG00000239255,0,0,0,0,0,0,0,0
ENSG00000239256,0,0,0,0,0,0,0,0
ENSG00000239257,0,0,0,0,0,0,0,0
ENSG00000239261,0,0,0,0,0,0,0,0
ENSG00000239263,0,0,0,0,0,1,0,0
ENSG00000239264,23,6,8,9,14,27,25,14
ENSG00000239265,0,0,0,0,1,0,0,0
ENSG00000239268,107,85,140,61,107,149,107,145
ENSG00000239269,76,64,50,22,44,47,25,27
ENSG00000239272,0,0,1,1,2,5,2,0
ENSG00000239275,0,0,0,0,0,0,0,0
ENSG00000239279,0,0,0,0,0,0,1,0
ENSG00000239280,0,0,1,0,1,8,1,3
ENSG00000239281,0,0,0,1,0,0,0,0
ENSG00000239282,3,3,3,3,6,9,2,6
ENSG00000239285,0,0,0,0,0,0,0,0
ENSG00000239288,0,0,0,0,0,0,0,0
ENSG00000239291,2,2,0,1,2,3,0,2
ENSG00000239293,0,0,0,0,0,0,0,0
ENSG00000239300,6,5,2,1,4,5,3,6
ENSG00000239304,0,0,0,0,0,0,0,0
ENSG00000239305,410,397,416,411,440,512,380,482
ENSG00000239306,481,406,453,227,450,452,339,366
ENSG00000239311,0,0,0,0,0,0,0,0
ENSG00000239314,0,0,0,0,0,0,0,0
ENSG00000239315,0,0,0,0,0,0,0,0
ENSG00000239316,0,0,0,0,0,0,0,0
